v_index	tmin	tmax	file_name	MD5_hash	creator	video_id	width	height	codec_name	bit_rate	nb_frames	pix_fmt	duration	r_frame_rate	horizontal_flip	vertical_flip
263	3	5.5	pexels-bethe-observer-6818701 (2160p).mp4	8aeca87e2c63860b16cede8b2b524dfc	bethe observer	6818701	3840	2160	h264	25066380	810	yuv420p	27.026667	30000/1001	0	0
264	7.5	11	pexels-bethe-observer-6943040 (2160p).mp4	c618962d1174fc26f34155065e9ee716	bethe observer	6943040	3840	2160	h264	24976031	797	yuv420p	26.591667	30000/1001	0	0
265	0	2.5	pexels-bethe-observer-6970932 (2160p).mp4	3b2e00d64f3a6fab3a6486c605b6b697	bethe observer	6970932	3840	2160	h264	24699379	1030	yuv420p	34.366667	30000/1001	0	0
266	28.1	32.1	pexels-bethe-observer-7901373 (Original).mp4	ae0de9baf74490f70563049c5088274e	bethe observer	7901373	3840	2160	hevc	51214012	1679	yuv420p	69.958333	24/1	0	0
267	9	14.5	pexels-bethe-observer-8065879 (2160p).mp4	dfb5983743e8396c083813c8733294f8	bethe observer	8065879	3840	2160	h264	19270000	794	yuv420p	33.083333	24/1	0	0
268	0	5	pexels-bethe-observer-8949009 (Original).mp4	507e115e0bd9e09bca4d7c0881036418	bethe observer	8949009	3840	2160	hevc	81081371	405	yuv420p	16.891875	24000/1001	0	0
269	0	4	pexels-big-bag-films-8513935 (2160p).mp4	012e3bff39a27921495417391fbe0dd6	big bag films	8513935	3840	2160	h264	16048686	602	yuv420p	24.080000	25/1	0	0
270	1	3.5	pexels-borja-lopez-7035591 (2160p).mp4	36f02e0df9b1639c480a31766646a5de	borja lopez	7035591	3840	2160	h264	21815982	408	yuv420p	17.016667	24000/1001	0	0
271	8	12.5	pexels-brahim-el-ghamri-5217982 (1080p).mp4	298fea25ddbc7bd4953e2a9ce0920480	brahim el ghamri	5217982	1920	1080	h264	5127233	675	yuv420p	22.500000	30/1	0	0
272	0	2.5	pexels-brixiv-6868563 (2160p).mp4	540a4d55691c8aed85a59f6277068e0c	brixiv	6868563	3840	2160	h264	24514754	1668	yuv420p	69.568333	24000/1001	0	0
273	0	2.5	pexels-c-technical-5417072 (2160p).mp4	cd9f67623e4ad510e58da26a97939007	c technical	5417072	4096	2160	h264	20396125	777	yuv420p	31.080000	25/1	0	0
274	0	2.5	pexels-c-technical-5417209 (2160p).mp4	645e04bba4e2e2b0c3e1f57fc6ab293f	c technical	5417209	4096	2160	h264	24267653	406	yuv420p	16.240000	25/1	0	0
275	0	2.5	pexels-c-technical-5742312 (2160p).mp4	4f176bee27be557309640cc8ae2a437c	c technical	5742312	4096	2160	h264	19682995	1089	yuv420p	43.560000	25/1	0	0
276	4.8	7.3	pexels-c-technical-5771610.mp4	4cebc2c8cf14ec0dab6fa6ba8bab6516	c technical	5771610	4096	2160	h264	15746411	323	yuv420p	12.920000	25/1	0	0
277	0	2.5	pexels-c-technical-5803064 (2160p).mp4	c808f1d24bd31a99dcc89b94968e0441	c technical	5803064	3840	2160	h264	22118274	323	yuv420p	12.920000	25/1	0	0
278	2.5	5	pexels-c-technical-5803089 (2160p).mp4	ec2d2b7c7146fc4b97784127d9bc0052	c technical	5803089	3840	2160	h264	21960775	292	yuv420p	11.680000	25/1	0	0
279	0	4.5	pexels-c-technical-5803208 (2160p).mp4	a19ec5d67fae3afe2439a88d3a0bc2ce	c technical	5803208	3840	2160	h264	19905169	392	yuv420p	15.680000	25/1	0	0
280	0	3.7	pexels-c-technical-5803395 (2160p).mp4	5435b5aa477895e68be1c3e2baf0c5c6	c technical	5803395	3840	2160	h264	19615848	473	yuv420p	18.920000	25/1	0	0
281	2	4.5	pexels-c-technical-5803633 (2160p).mp4	de4105b23089d26b8202847d62596cb6	c technical	5803633	3840	2160	h264	22744549	177	yuv420p	7.080000	25/1	0	0
282	3	5.5	pexels-c-technical-5853839 (2160p).mp4	90e2d14b9f8ba3f0f87f491d88fb7ef9	c technical	5853839	4096	2160	h264	15217013	1066	yuv420p	42.640000	25/1	0	0
283	0	2.5	pexels-c-technical-5853848 (2160p).mp4	a0826b9c4d58b712ded8c21df70244ac	c technical	5853848	4096	2160	h264	12039665	351	yuv420p	14.040000	25/1	0	0
284	0	2.5	pexels-c-technical-5870552 (2160p).mp4	0853c3605dbb59563dda70d8e50fc9ba	c technical	5870552	4096	2160	h264	23199845	140	yuv420p	5.600000	25/1	0	0
285	0	2.5	pexels-c-technical-5870553 (2160p).mp4	8e37eeb86fa80185b08feade1707add7	c technical	5870553	4096	2160	h264	22976122	119	yuv420p	4.760000	25/1	0	0
286	0	2.5	pexels-c-technical-5871856 (2160p).mp4	3bea5ef3e8b078002599786832d5f4ef	c technical	5871856	4096	2160	h264	22013460	198	yuv420p	7.920000	25/1	0	0
287	0	2.5	pexels-c-technical-5871858 (2160p).mp4	11e7c263a11f99d8d47dd56cad708847	c technical	5871858	4096	2160	h264	22128840	171	yuv420p	6.840000	25/1	0	0
288	0	4	pexels-c-technical-5990730 (2160p).mp4	da8decb906ed0599bcda24dbfcbbfda6	c technical	5990730	4096	2160	h264	16330499	453	yuv420p	18.120000	25/1	0	0
289	0.5	3	pexels-c-technical-6118967 (2160p).mp4	f0005a235ff50013310cc455fbf97bec	c technical	6118967	4096	2160	h264	21103764	329	yuv420p	13.160000	25/1	0	0
290	0	5	pexels-c-technical-6120792 (Original).mp4	a49f5eafc41b7b9f8d82649af74a7a7b	c technical	6120792	4096	2160	h264	25094847	1639	yuv420p	65.560000	25/1	0	0
291	10	13.5	pexels-c-technical-6133548 (2160p).mp4	e038a112a733b230a67746ee1f05af9f	c technical	6133548	4096	2160	h264	23919894	583	yuv420p	23.320000	25/1	0	0
292	9	12	pexels-c-technical-6134574 (2160p).mp4	78d12e5a0d0f9dabf2c52a5ff52407bb	c technical	6134574	4096	2160	h264	24020520	944	yuv420p	37.760000	25/1	0	0
293	0	2.5	pexels-c-technical-6144419 (2160p).mp4	879a9c4ea402215034568ce217464f26	c technical	6144419	4096	2160	h264	21776816	325	yuv420p	13.000000	25/1	0	0
294	0	3.2	pexels-c-technical-6153453 (Original).mp4	b8ebe76ac03ba62b2966907abe7c11fc	c technical	6153453	4096	2160	h264	26755325	192	yuv420p	7.680000	25/1	0	0
295	0	5	pexels-c-technical-6153734 (2160p).mp4	18c0874eab11aca0762453e86d1396bc	c technical	6153734	4096	2160	h264	11105410	358	yuv420p	14.320000	25/1	0	0
296	0	4	pexels-c-technical-6209572 (2160p).mp4	fcaa5532952bdfee23bd5647e10bcfcd	c technical	6209572	4096	2160	h264	23555042	103	yuv420p	4.120000	25/1	0	0
297	0	3.5	pexels-c-technical-6220637 (Original).mp4	8ca92d14a4ef2e8175de80eef3ec4c89	c technical	6220637	4096	2160	h264	24707847	398	yuv420p	15.920000	25/1	0	0
298	0	3.5	pexels-c-technical-6256036 (2160p).mp4	499d695ff001e2178882fb2826013b3e	c technical	6256036	4096	2160	h264	21987753	231	yuv420p	9.240000	25/1	0	0
299	5.5	8	pexels-c-technical-6256580 (2160p).mp4	09376fbf2432bcdfe8cabda3a44d6820	c technical	6256580	4096	2160	h264	6976667	381	yuv420p	15.240000	25/1	0	0
300	3.8	7.2	pexels-c-technical-6256823 (2160p).mp4	16058cae866dc302a66b5bc3902df4ea	c technical	6256823	4096	2160	h264	13881274	594	yuv420p	23.760000	25/1	0	0
301	0	2.5	pexels-c-technical-6344801.mp4	9f29ff1cbda54506beb04a09d45113f7	c technical	6344801	4096	2160	h264	14378385	366	yuv420p	14.640000	25/1	0	0
302	0	3.5	pexels-c-technical-6473440 (2160p).mp4	48fa264c9e38f27ac584a9e00b0ee8ee	c technical	6473440	4096	2160	h264	13936474	1292	yuv420p	51.680000	25/1	0	0
303	0	2.5	pexels-c-technical-6491262.mp4	0d54c7789812d7ad9970658618955066	c technical	6491262	4096	2160	h264	20532289	1052	yuv420p	42.080000	25/1	0	0
304	0.3	3.1	pexels-c-technical-6502644 (2160p).mp4	79bc50bc1ebbea283d6b8264097c082d	c technical	6502644	4096	2160	h264	15842076	862	yuv420p	34.480000	25/1	0	0
305	5.2	8.5	pexels-c-technical-6528788 (Original).mp4	3fb1ad1f00b914dac8ddcbe9066c6d60	c technical	6528788	4096	2160	h264	26782111	313	yuv420p	12.520000	25/1	0	0
306	2.0	5.0	pexels-c-technical-6636080 (Original).mp4	f9b33823aab41ad6ba555648c9661bf0	c technical	6636080	4096	2160	h264	20398229	580	yuv420p	23.200000	25/1	0	0
307	2	4.5	pexels-c-technical-6685551 (2160p).mp4	769cb9e03b02cff68cc694aaa70fd29f	c technical	6685551	4096	2160	h264	19131117	809	yuv420p	32.360000	25/1	0	0
308	2	4.5	pexels-c-technical-6717618 (2160p).mp4	204c3048912897f55c5abb2a22b1bdcd	c technical	6717618	4096	2160	h264	17609179	488	yuv420p	19.520000	25/1	0	0
309	0	3	pexels-c-technical-6717930 (Original).mp4	d507fe6b3b02c8b5b4e39795fb5a9aa1	c technical	6717930	4096	2160	h264	25505609	589	yuv420p	23.560000	25/1	0	0
310	2.7	5.2	pexels-c-technical-6753390.mp4	a9bcb89a09f8b560e45adee029401006	c technical	6753390	4096	2160	h264	15621148	358	yuv420p	14.320000	25/1	0	0
311	3	5.5	pexels-c-technical-6754008.mp4	bf29f05e870b2b20fda18ad687e2b8f5	c technical	6754008	4096	2160	h264	24668417	718	yuv420p	28.720000	25/1	0	0
312	3	5.5	pexels-c-technical-6763571.mp4	84c3bc1df130629be69878020ff50220	c technical	6763571	4096	2160	h264	14725372	431	yuv420p	17.240000	25/1	0	0
313	12	15	pexels-c-technical-6809483 (2160p).mp4	a763558b97a1999bb31f72008d37ad98	c technical	6809483	4096	2160	h264	11863784	671	yuv420p	26.840000	25/1	0	0
314	28	31	pexels-c-technical-6809719.mp4	865e7417e9d07cec90503e13a0cdd88f	c technical	6809719	4096	2160	h264	8616068	1024	yuv420p	40.960000	25/1	0	0
315	8	12	pexels-c-technical-6831717 (2160p).mp4	aaadebccdb7ff4071e71281002d08e76	c technical	6831717	4096	2160	h264	15037854	1447	yuv420p	57.880000	25/1	0	0
316	0.7	3.2	pexels-c-technical-6833575 (Original).mp4	094196f34b96ab2d0aa6f01b59468516	c technical	6833575	4096	2160	h264	25806448	1186	yuv420p	47.440000	25/1	0	0
317	15	19	pexels-c-technical-6848726 (Original).mp4	0baa887207e5e210f5ab18827c33c294	c technical	6848726	4096	2160	h264	25504816	1253	yuv420p	50.120000	25/1	0	0
318	1.5	4.5	pexels-c-technical-6848808 (Original).mp4	e4d14fc68b0af5d88dbf396a7399f558	c technical	6848808	4096	2160	h264	25702256	450	yuv420p	18.000000	25/1	0	0
319	8	11.5	pexels-c-technical-6848809 (Original).mp4	755ec35a29b94adc69d8e36a19f4bd69	c technical	6848809	4096	2160	h264	25275571	415	yuv420p	16.600000	25/1	0	0
320	0	3	pexels-c-technical-6863727 (Original).mp4	b1c6db23e84c47442e82657baa301c42	c technical	6863727	4096	2160	h264	25837014	907	yuv420p	36.280000	25/1	0	0
321	0	4.5	pexels-c-technical-6970089 (2160p).mp4	d400c078143f4f47dbb783c03d5a8b49	c technical	6970089	4096	2160	h264	14584325	1475	yuv420p	59.000000	25/1	0	0
322	2.5	5	pexels-c-technical-7095527 (2160p).mp4	ef81f9912ee300f450d6d2de3131191b	c technical	7095527	4096	2160	h264	21965606	222	yuv420p	8.880000	25/1	0	0
323	9	12	pexels-c-technical-7095746 (2160p).mp4	f9b0c889d4172b16c9bcb92eaf3e4f14	c technical	7095746	4096	2160	h264	17664799	593	yuv420p	23.720000	25/1	0	0
324	0	3.5	pexels-c-technical-7097477 (2160p).mp4	8fd1c51aa0dcfe228d96cb47105b04ce	c technical	7097477	4096	2160	h264	12619370	603	yuv420p	24.120000	25/1	0	0
325	0	4.5	pexels-c-technical-7207393 (2160p).mp4	ff177d12a530eac4688263b090d373c8	c technical	7207393	4096	2160	h264	18520610	556	yuv420p	22.240000	25/1	0	0
326	1.5	4	pexels-casey-whalen-6641527 (Original).mp4	ce46072147ea859d30ca99b325aa8bab	casey whalen	6641527	3840	2160	h264	12424423	592	yuv420p	19.753000	30000/1001	0	0
327	0	4	pexels-cedric-fauntleroy-7251356 (2160p).mp4	9d74ea55758feb684276aae17f9b95ef	cedric fauntleroy	7251356	3840	2160	h264	22196585	236	yuv420p	9.440000	25/1	0	0
328	1	13	pexels-cesar-a-ramirez-v-traphitho-10397419 (Original).mp4	b392b469bbaaa51a163b55fb60ce4d4f	cesar a ramirez v traphitho	10397419	3840	2160	h264	10153635	910	yuv420p	30.363667	30000/1001	0	0
329	1	14	pexels-cesar-a-ramirez-v-traphitho-5535208 (2160p).mp4	bf2f14a7d9c05f79f6a81dcec1849295	cesar a ramirez v traphitho	5535208	3840	2160	h264	9020804	464	yuv420p	15.481667	30000/1001	0	0
330	1	4.5	pexels-cesar-a-ramirez-v-traphitho-6179514 (2160p).mp4	5c96240ff1f84b115784f3acbb10fba5	cesar a ramirez v traphitho	6179514	3840	2160	h264	13861724	463	yuv420p	15.448333	30000/1001	0	0
331	0	2.5	pexels-cesar-casanova-15655617 (Original).mp4	fb2e5b1727593ebe16bb46362f2bfae1	cesar casanova	15655617	3840	2160	h264	26640925	200	yuv420p	8.000000	25/1	0	0
332	3	6	pexels-cesar-casanova-19320486 (2160p).mp4	26b481b8941d743713f4d25c2f477eb1	cesar casanova	19320486	3840	2160	h264	22668760	240	yuv420p	8.000000	30/1	0	0
333	0	2.5	pexels-cesar-casanova-6531400 (2160p).mp4	b92c8bb399ac8f9f50862c533515d22e	cesar casanova	6531400	3840	2160	h264	16023310	311	yuv420p	10.366667	30/1	0	0
334	2	5	pexels-cesar-casanova-9041934 (Original).mp4	d6d990b6e8f6ab68c42028ccef99372a	cesar casanova	9041934	3840	2160	h264	24938588	225	yuv420p	9.000000	25/1	0	0
335	0	3	pexels-charlotte-may-5823583 (2160p).mp4	6efa7eddf944c0693de4fa08143161c1	charlotte may	5823583	3840	2160	h264	15328082	312	yuv420p	13.011667	24000/1001	0	0
336	0	3	pexels-charlotte-may-5824189 (2160p).mp4	beb45937382dcee4a85c0111eb743d63	charlotte may	5824189	3840	2160	h264	17565986	264	yuv420p	11.010000	24000/1001	0	0
337	0	3	pexels-charlotte-may-5824194 (2160p).mp4	df9ef61f00c6f98cc345b065d9d9546d	charlotte may	5824194	3840	2160	h264	17459538	240	yuv420p	10.010000	24000/1001	0	0
338	0	3	pexels-charlotte-may-5824195 (2160p).mp4	e133744e2ecb2bebf05b4462ef11c6af	charlotte may	5824195	3840	2160	h264	19688514	264	yuv420p	11.010000	24000/1001	0	0
339	7	9.5	pexels-christopher-flaten-10070130 (Original).mp4	c9f0f46fdfdf79f3c3e835f57fbd9d33	christopher flaten	10070130	3840	2160	h264	63180247	497	yuv420p	16.566667	30/1	0	0
340	0	2	pexels-christopher-schultz-5928085 (1080p).mp4	44df98e360f070b2293e9215390091b6	christopher schultz	5928085	1920	1080	h264	4923792	407	yuv420p	13.580000	30000/1001	0	0
341	0	2.5	pexels-claudio-calaboica-5476886 (2160p).mp4	3e73bfe910f853801ec352f4fcc70154	claudio calaboica	5476886	3840	2160	h264	21493870	460	yuv420p	9.200000	50/1	0	0
342	0.5	4	pexels-cliff-booth-6524814 (2160p).mp4	7efc3c8f36c450b3800081eaceecfdd0	cliff booth	6524814	3840	2160	h264	23367245	181	yuv420p	7.240000	25/1	0	0
343	2.7	5.2	pexels-cory-stowell-13711362 (1440p).mp4	0b11689eb67061633e8784329c1aaba7	cory stowell	13711362	1920	1440	h264	14721284	556	yuv420p	9.275000	60000/1001	0	0
344	0	2.5	pexels-cottonbro-10118302 (2160p).mp4	52e91ffed0cefaad95bfb5cc22b6746c	cottonbro	10118302	4096	2160	h264	17705880	749	yuv420p	29.960000	25/1	0	0
345	5	7.5	pexels-cottonbro-10251787 (2160p).mp4	3d9a936294252bb84b38598571fcba01	cottonbro	10251787	4096	2160	h264	13188622	353	yuv420p	14.120000	25/1	0	0
346	0	3	pexels-cottonbro-10254611 (2160p).mp4	1802950848240b12f25907b1713c6a64	cottonbro	10254611	4096	2160	h264	22361366	174	yuv420p	6.960000	25/1	0	0
347	2.7	5.2	pexels-cottonbro-10340715 (Original).mp4	ec74f159a63d7c6f2c27d48f8bbf4b79	cottonbro	10340715	4096	2160	h264	25278800	213	yuv420p	8.520000	25/1	0	0
348	0.7	3.7	pexels-cottonbro-10349006 (Original).mp4	3a4f7be32170e18242cac1dc89b42d1d	cottonbro	10349006	4096	2160	h264	26063325	422	yuv420p	16.880000	25/1	0	0
349	0	4	pexels-cottonbro-10350518 (2160p).mp4	788f367be466fd7e39b397ab3b798766	cottonbro	10350518	4096	2160	h264	24773869	109	yuv420p	4.360000	25/1	0	0
350	3	5.5	pexels-cottonbro-10397827 (Original).mp4	afd87088abeb90ca1721e16c7be79f88	cottonbro	10397827	4096	2160	h264	26200545	949	yuv420p	37.960000	25/1	0	0
351	1	6	pexels-cottonbro-10400876 (Original).mp4	68b392d4e63f67d621c1ba55ea05cf9f	cottonbro	10400876	4096	2160	h264	25915182	1186	yuv420p	47.440000	25/1	0	0
352	0	5	pexels-cottonbro-10436069 (Original).mp4	c83054d21455f94d5cdaaeeb5eb1dab2	cottonbro	10436069	4096	2160	h264	22127178	465	yuv420p	18.600000	25/1	0	0
353	0	5	pexels-cottonbro-10484393 (Original).mp4	53c8cd9f8235a74f1df210355f63b29a	cottonbro	10484393	4096	2160	h264	26201140	672	yuv420p	26.880000	25/1	0	0
354	0	3	pexels-cottonbro-10505850 (Original).mp4	3b4bf109f8522aa2a297c5fbaa3db5c0	cottonbro	10505850	4096	2160	h264	25747601	338	yuv420p	13.520000	25/1	0	0
355	0	5	pexels-cottonbro-10535460 (Original).mp4	c55153e4e2428ca855b526573bb2aa63	cottonbro	10535460	4096	2160	h264	26248612	247	yuv420p	9.880000	25/1	0	0
356	23	27.5	pexels-cottonbro-10556461 (Original).mp4	efcf9d9592d017fdce76ad9ffd914c8e	cottonbro	10556461	4096	2160	h264	24594269	1147	yuv420p	45.880000	25/1	0	0
357	6	11	pexels-cottonbro-10570849 (2160p).mp4	c78a289e8b9b991b90b97e1ae18d1bb8	cottonbro	10570849	4096	2160	h264	12300507	379	yuv420p	15.160000	25/1	0	0
358	13.5	18	pexels-cottonbro-10639398.mp4	cc1b9b9cab3acd4135377d1dc41368b8	cottonbro	10639398	4096	2160	h264	13513621	473	yuv420p	18.920000	25/1	0	0
359	23.5	27.5	pexels-cottonbro-10640532.mp4	b118595289e77c495a17b735bc71baec	cottonbro	10640532	4096	2160	h264	15986782	905	yuv420p	36.200000	25/1	0	0
360	21	25	pexels-cottonbro-10667301 (Original).mp4	3d129e8001d135202e12b82a553b8889	cottonbro	10667301	4096	2160	h264	24087065	634	yuv420p	25.360000	25/1	0	0
361	2.5	6	pexels-cottonbro-5244183 (2160p).mp4	bf4a844d54bc73a651a5afaa320aecbf	cottonbro	5244183	3840	2160	h264	24362208	1539	yuv420p	61.560000	25/1	0	0
362	1	3.5	pexels-cottonbro-5244398 (2160p).mp4	d9184965baab123347e7545140b250a6	cottonbro	5244398	3840	2160	h264	21640340	88	yuv420p	3.520000	25/1	0	0
363	19	23	pexels-cottonbro-5274563 (2160p).mp4	917e4be0e75c74d799b82defe0f9ccfc	cottonbro	5274563	4096	2160	h264	18447085	589	yuv420p	23.560000	25/1	0	0
364	4	8	pexels-cottonbro-5274894 (2160p).mp4	b57ca3ffd43c94b02e8b72207b03e321	cottonbro	5274894	4096	2160	h264	22328357	204	yuv420p	8.160000	25/1	0	0
365	8	11	pexels-cottonbro-5275204 (2160p).mp4	0aec80d7f6d70941fedb71ae4fbb1ceb	cottonbro	5275204	4096	2160	h264	24316927	313	yuv420p	12.520000	25/1	0	0
366	0	3.5	pexels-cottonbro-5275211 (2160p).mp4	b94aa1396eda611f53978959272bfa5e	cottonbro	5275211	4096	2160	h264	24398366	418	yuv420p	16.720000	25/1	0	0
367	1.5	5	pexels-cottonbro-5275268 (2160p).mp4	c1e2e37a7f310a273fde0e3ae384a189	cottonbro	5275268	4096	2160	h264	23808585	1537	yuv420p	61.480000	25/1	0	0
368	3	6.5	pexels-cottonbro-5275547 (2160p).mp4	dc4b1453d4ed76a8c51aa1164fb53a92	cottonbro	5275547	4096	2160	h264	24755994	606	yuv420p	24.240000	25/1	0	0
369	2.5	6	pexels-cottonbro-5310858.mp4	f31bc6d3d510205b429cba05963bf15e	cottonbro	5310858	3840	2160	h264	13432713	664	yuv420p	13.280000	50/1	0	0
370	3	6	pexels-cottonbro-5319349 (2160p).mp4	6d4dc47720e9c9f149f880ae75aa814f	cottonbro	5319349	3840	2160	h264	17433420	502	yuv420p	20.080000	25/1	0	0
371	0	3.5	pexels-cottonbro-5320186 (2160p).mp4	166eb967e4842aa8c59fe61344989b8d	cottonbro	5320186	3840	2160	h264	17402398	717	yuv420p	28.680000	25/1	0	0
372	13.5	18.5	pexels-cottonbro-5379013 (2160p).mp4	8805be40ddaaa99d0757efba3d886bc6	cottonbro	5379013	4096	2160	h264	19414233	1119	yuv420p	44.760000	25/1	0	0
373	4	8	pexels-cottonbro-5379136 (2160p).mp4	71fa57f918ebb903a87e3be2410ca1f5	cottonbro	5379136	4096	2160	h264	23774494	347	yuv420p	13.880000	25/1	0	0
374	1	6	pexels-cottonbro-5427401 (2160p).mp4	b13ab5d56936aa823d11e53cea6c274f	cottonbro	5427401	4096	2160	h264	22329870	247	yuv420p	9.880000	25/1	0	0
375	4	9	pexels-cottonbro-5427406 (2160p).mp4	59c6baf27a0c1f8f73bc4416b77670bd	cottonbro	5427406	4096	2160	h264	14717472	520	yuv420p	20.800000	25/1	0	0
376	6	9	pexels-cottonbro-5427484 (2160p).mp4	b79cee94252a714b59c14849896a151f	cottonbro	5427484	4096	2160	h264	21762918	276	yuv420p	11.040000	25/1	0	0
377	6	9	pexels-cottonbro-5427489 (2160p).mp4	b88a48ed89172fa26d5f5f8448bc4d76	cottonbro	5427489	4096	2160	h264	22201565	294	yuv420p	11.760000	25/1	0	0
378	0	4.25	pexels-cottonbro-5427561 (2160p).mp4	46f14e6e3a6b6c4ae5b7f428131c7b24	cottonbro	5427561	4096	2160	h264	24876429	354	yuv420p	14.160000	25/1	0	0
379	0	2.5	pexels-cottonbro-5427780 (2160p).mp4	4b92fc03de2dbfe332ab840fd8be24e0	cottonbro	5427780	4096	2160	h264	17360571	293	yuv420p	11.720000	25/1	0	0
380	2	5.5	pexels-cottonbro-5427786 (2160p).mp4	4e4149bd971d2c6e6d12eae3211f6dba	cottonbro	5427786	4096	2160	h264	22151605	216	yuv420p	8.640000	25/1	0	0
381	0	4	pexels-cottonbro-5435326 (2160p).mp4	f0efda07ea8b6154b969995159b72f7c	cottonbro	5435326	4096	2160	h264	15880852	334	yuv420p	13.360000	25/1	0	0
382	1	4	pexels-cottonbro-5435514 (2160p).mp4	3eaafafdf3f81641dd74009dc4d8cacf	cottonbro	5435514	4096	2160	h264	22543752	231	yuv420p	9.240000	25/1	0	0
383	6	9	pexels-cottonbro-5435725 (2160p).mp4	393e13f8395d4deff97262d8a39f2711	cottonbro	5435725	4096	2160	h264	22098261	239	yuv420p	9.560000	25/1	0	0
384	12	14.5	pexels-cottonbro-5435728 (2160p).mp4	dc3467a2990faf3b651777ab8652dea5	cottonbro	5435728	4096	2160	h264	22752773	671	yuv420p	26.840000	25/1	0	0
385	0	3	pexels-cottonbro-5436094 (2160p).mp4	9310d33790659156ca5ea22d1ff28229	cottonbro	5436094	4096	2160	h264	20293219	332	yuv420p	13.280000	25/1	0	0
386	4	9	pexels-cottonbro-5445268 (2160p).mp4	63bb8644261d9969e79f093ff3cdb9b3	cottonbro	5445268	3840	2160	h264	23946005	267	yuv420p	10.680000	25/1	0	0
387	9	13	pexels-cottonbro-5464951 (2160p).mp4	84b92e484f6999dcf01ab470230a0a8e	cottonbro	5464951	3840	2160	h264	21371829	514	yuv420p	20.560000	25/1	0	0
388	1	4	pexels-cottonbro-5465070 (2160p).mp4	bf1b8347b893995ac80122d0fe69b167	cottonbro	5465070	3840	2160	h264	21619863	141	yuv420p	5.640000	25/1	0	0
389	0	4	pexels-cottonbro-5493837 (2160p).mp4	7f53c8b618e6672691eeafd2251cfcc2	cottonbro	5493837	4096	2160	h264	18532461	282	yuv420p	11.280000	25/1	0	0
390	2	5	pexels-cottonbro-5494004 (2160p).mp4	3091467b39b897bd9f7d6524fd4f2678	cottonbro	5494004	4096	2160	h264	16792477	611	yuv420p	24.440000	25/1	0	0
391	7	11	pexels-cottonbro-5530017 (2160p).mp4	9414e10306df914a6900a472c6ce3ba5	cottonbro	5530017	4096	2160	h264	15330322	910	yuv420p	36.400000	25/1	0	0
392	1	3.5	pexels-cottonbro-5530294 (2160p).mp4	1c8f647f94699a1fbeaa16a49decc07f	cottonbro	5530294	4096	2160	h264	21278771	90	yuv420p	3.600000	25/1	0	0
393	1	3.5	pexels-cottonbro-5532772 (2160p).mp4	9ebd9d6314e9e8e4dbaf5d7a6aadc449	cottonbro	5532772	4096	2160	h264	21910913	168	yuv420p	6.720000	25/1	0	0
394	0	2.5	pexels-cottonbro-5532774 (2160p).mp4	eb8139767940f62ec1ca26e59e5d946a	cottonbro	5532774	4096	2160	h264	18323773	669	yuv420p	26.760000	25/1	0	0
395	3	7	pexels-cottonbro-5532869 (2160p).mp4	4a141fd3d275d14ea21c94dc8022ee81	cottonbro	5532869	4096	2160	h264	21130989	292	yuv420p	11.680000	25/1	0	0
396	3.5	7	pexels-cottonbro-5538286 (2160p).mp4	53d396f1641439dc2d7af536906c9dfa	cottonbro	5538286	4096	2160	h264	18556173	506	yuv420p	20.240000	25/1	0	0
397	1.5	4	pexels-cottonbro-5582275 (2160p).mp4	6febd6f7407fcaad3a865f6074fa55ce	cottonbro	5582275	4096	2160	h264	21985705	802	yuv420p	32.080000	25/1	0	0
398	3	6	pexels-cottonbro-5585330 (2160p).mp4	64f08f4561f8d5580b73b7866b5cc5ab	cottonbro	5585330	4096	2160	h264	16885890	1409	yuv420p	56.360000	25/1	0	0
399	20	24	pexels-cottonbro-5585334 (2160p).mp4	aec25bd966d459c7be8ee02af3dd7997	cottonbro	5585334	4096	2160	h264	16149887	640	yuv420p	25.600000	25/1	0	0
400	27	31	pexels-cottonbro-5591024 (2160p).mp4	f18ab3e17898bb0476cc2a26f023f312	cottonbro	5591024	4096	2160	h264	24044306	1669	yuv420p	66.760000	25/1	0	0
401	1	3.5	pexels-cottonbro-5599692 (2160p).mp4	3e3d3b100c4d184a808e44e81f8bb19d	cottonbro	5599692	3840	2160	h264	21692199	542	yuv420p	18.084733	30000/1001	0	0
402	1.5	4	pexels-cottonbro-5648489 (2160p).mp4	cb4dea19f1a9f999d0de79aa80b56ecb	cottonbro	5648489	4096	2160	h264	21844389	157	yuv420p	6.280000	25/1	0	0
403	0	2.5	pexels-cottonbro-5648709 (2160p).mp4	4279cc88042053e0bebd6d1ea680ba1f	cottonbro	5648709	4096	2160	h264	21872498	118	yuv420p	4.720000	25/1	0	0
404	3	5.5	pexels-cottonbro-5657395 (2160p).mp4	45dc534927d1f2fd69b9ee6bc55c5af3	cottonbro	5657395	4096	2160	h264	21737859	141	yuv420p	5.640000	25/1	0	0
405	0	2.1	pexels-cottonbro-5659540 (2160p).mp4	a44fbea8257c5b6009a4fb8a6a586801	cottonbro	5659540	4096	2160	h264	19191914	54	yuv420p	2.160000	25/1	0	0
406	1	6	pexels-cottonbro-5700254 (2160p).mp4	f6d41897b7b63816195d7f7a14b96636	cottonbro	5700254	4096	2160	h264	14694695	444	yuv420p	17.760000	25/1	0	0
